"","HCT116 cells transfected with siRNA control for 48 h","HCT116 cells transfected with siRNA control for 48 h","HCT116 cells transfected with siRNA targeting KIF26B for 48 h","HCT116 cells transfected with siRNA targeting KIF26B for 48 h"
"222962",1102,1373,1305,1222
"84629",5168,6697,6246,4263
"100129484",21,16,42,10
"80028",1558,1948,1530,745
"693174",13,27,16,12
"60",42070,54196,38205,39374
"6624",10060,12804,8807,8216
"107986762",672,847,687,622
"54476",2198,2670,1994,1472
"401303",46,53,53,53
"51622",970,1389,1043,666
"107986694",157,204,200,117
"222967",9,14,13,7
"5395",679,879,896,651
"7965",477,758,549,321
"27102",3861,5044,4867,3694
"100310846",102,161,85,83
"84132",585,810,787,675
"9265",1425,1749,1086,952
"84792",670,866,611,680
"5879",3423,4451,5802,5245
"221955",1023,1430,694,1035
"11014",3354,4141,3311,2523
"392862",187,210,261,117
"101927325",25,33,42,20
"55146",798,954,751,703
"79034",514,743,579,311
"100131017",1216,1632,1474,1074
"7559",646,784,767,443
"441194",371,444,350,331
"728194",12,12,11,1
"221960",895,1286,1000,712
"107986696",85,139,100,56
"56913",1141,1468,1029,1253
"340267",22,7,5,15
"101927391",11,8,8,16
"54468",488,659,521,466
"6119",650,816,509,578
"729852",371,503,279,282
"113263",158,208,161,89
"3382",240,313,431,533
"100505938",48,62,73,61
"4697",1576,1968,1860,1984
"9678",250,330,259,200
"221981",11,7,22,7
"54664",1633,1892,1756,1615
"221806",483,586,773,711
"105375154",10,10,22,9
"10124",476,613,822,345
"2115",684,822,1469,392
"1607",1,0,16,15
"729920",20,30,69,39
"57037",581,721,677,437
"105375169",67,67,87,51
"28969",1722,2079,2250,1442
"27075",737,927,659,609
"101927609",8,10,12,7
"196",1411,1763,1666,951
"23161",817,1122,1043,869
"9734",169,221,108,63
"7291",40,63,27,31
"221830",1081,1252,953,713
"101927668",14,19,23,41
"346389",616,761,597,1419
"100506098",35,45,22,23
"101927811",4,11,14,4
"3696",228,300,621,100
"221833",29,31,22,18
"222901",26,46,20,27
"6671",441,515,263,344
"8701",337,415,352,346
"55536",1737,2204,1928,1919
"102724143",21,16,23,6
"9771",698,847,792,575
"54543",1257,1960,1610,1550
"109729180",82,84,99,70
"692210",19,18,18,19
"84668",1163,1397,767,944
"105375186",11,4,5,20
"100775104",14,23,23,37
"55975",811,1033,721,623
"11097",575,715,573,338
"10457",10,26,53,76
"115416",1530,1981,1770,995
"10643",2418,3182,3348,1652
"29896",2299,2887,1953,1036
"90693",234,319,221,173
"340277",56,68,41,41
"56164",7,14,5,10
"51678",608,966,686,468
"1687",276,398,247,224
"26031",2499,3075,2519,1965
"54205",4298,5376,5516,3526
"136895",45,76,29,10
"9603",1296,1796,1167,729
"3181",27651,36109,24391,24321
"11335",6976,8840,5329,4954
"29887",942,1201,989,922
"105375304",84,95,106,106
"441204",12,23,20,16
"101928077",5,10,4,19
"8935",1216,1425,963,619
"3198",194,197,111,87
"100506311",164,210,94,148
"3199",20,21,5,3
"3200",186,229,160,113
"285943",21,24,14,7
"3201",42,48,32,22
"100133311",227,284,181,78
"3202",219,245,191,119
"3203",66,119,89,36
"3204",302,418,252,117
"100534589",546,654,800,779
"3205",798,914,1036,1035
"100874323",213,301,254,172
"442920",21,20,39,20
"3206",439,561,368,320
"3207",130,183,154,81
"221883",23,62,33,40
"3209",315,330,160,236
"11112",936,964,1103,959
"107986699",22,35,22,31
"790953",10,5,3,13
"8887",2557,3366,2341,2704
"221895",336,448,201,163
"100128081",18,35,19,15
"9586",77,69,35,22
"54504",213,285,329,185
"1124",79,92,60,48
"107986700",42,52,30,35
"222171",198,275,76,84
"105375213",20,36,37,4
"646762",428,538,371,142
"100271874",41,73,24,19
"442524",23,40,28,15
"644150",546,694,643,645
"9805",2302,2982,2969,2889
"105375215",31,27,33,25
"55033",604,788,640,425
"84725",1060,1255,876,966
"105375216",8,10,13,4
"222166",392,473,532,531
"223082",474,507,334,295
"222161",107,137,65,41
"100506516",12,24,7,10
"10392",292,345,315,254
"79017",1069,1266,1022,944
"401320",91,115,182,224
"2617",3409,4543,3768,3976
"1395",5,20,19,18
"100526825",52,89,104,56
"84182",52,89,105,56
"358",40,52,65,67
"105375222",23,22,33,21
"105375221",14,6,20,2
"23658",816,1002,923,687
"23080",2536,3357,2742,2694
"100129460",140,144,164,134
"441208",121,136,98,82
"401321",194,236,216,98
"102724668",15,18,14,5
"25948",1110,1353,825,766
"441212",173,227,168,183
"11328",1979,2550,2343,2352
"51251",500,668,600,569
"6100",200,259,216,177
"27241",197,244,190,183
"23333",2855,3490,3564,2183
"102724723",116,124,168,104
"101928421",49,89,63,36
"64224",602,820,521,502
"101930085",163,224,276,99
"101928545",27,13,23,19
"989",3961,5130,3401,2405
"80820",334,421,285,232
"23366",908,1227,579,583
"54443",6919,9031,2650,4515
"54749",164,216,352,261
"83930",731,883,780,566
"100506776",11,13,25,35
"27072",1142,1417,1295,1054
"57002",128,220,191,88
"107986785",6,16,14,6
"5898",1309,1676,982,1024
"349114",215,276,152,134
"8621",986,1312,1133,574
"136647",532,629,596,597
"79783",81,87,110,128
"79020",236,308,289,165
"5683",2854,3638,2387,2613
"64983",880,1031,955,643
"23072",174,166,301,285
"100506895",13,8,21,18
"9263",949,1117,745,511
"55744",1721,2045,1620,899
"644",652,884,709,620
"102724946",10,10,5,4
"100534592",557,714,487,333
"64951",525,673,448,305
"55665",427,570,765,461
"51619",175,183,238,115
"84820",310,416,386,326
"285955",218,267,219,211
"401331",43,52,41,54
"255031",13,27,11,20
"28988",1547,1858,1828,685
"5224",36,46,38,23
"27434",512,622,597,468
"102465504",16,13,21,19
"165",24,27,8,15
"5425",3822,5014,3383,3120
"10652",2791,3619,3192,1963
"816",13,15,19,10
"23386",881,1107,1854,1421
"29881",16,15,13,3
"54606",1680,2125,2127,1270
"222068",2229,2830,2355,2665
"4967",2427,2966,2703,2075
"83637",2724,3484,3299,3009
"105375259",27,20,17,19
"5478",26570,36190,23354,24572
"105375260",24,36,34,19
"94239",3747,4783,1956,2533
"5814",1102,1373,1598,662
"100616393",14,17,27,3
"285958",376,455,613,491
"677798",22,21,48,29
"102723334",13,14,13,10
"83605",650,834,789,318
"9238",2340,3179,2183,1703
"654319",8,15,14,11
"677796",11,16,21,15
"641977",230,318,181,199
"101929008",64,76,70,120
"730234",14,33,15,38
"3486",66,103,84,82
"64759",370,416,504,234
"168507",465,489,378,256
"3364",514,640,398,316
"105375270",19,40,6,8
"256979",101,150,29,54
"136288",24,25,4,9
"7378",572,766,203,500
"168448",9,14,4,11
"63979",1161,1526,623,610
"2887",597,638,894,622
"23242",1335,1656,1598,900
"23480",2459,3352,2159,2104
"105375284",97,146,73,74
"1956",6904,8826,5262,3885
"100507500",190,235,167,140
"55915",228,267,340,115
"81552",710,929,1144,670
"360132",17,20,9,9
"101060341",27,48,31,57
"349075",64,73,78,36
"51373",469,641,511,284
"2631",1337,1758,1264,1336
"5723",641,938,963,547
"908",8250,11068,5639,6332
"109616964",8,11,12,8
"25870",2542,3261,3704,3275
"5260",586,716,893,738
"51142",6523,8362,5750,5311
"107986800",15,28,11,19
"649395",18,34,14,9
"340252",224,238,180,285
"51427",369,479,360,199
"7697",199,249,208,242
"10793",155,160,93,144
"109504726",98,116,106,29
"51351",108,120,124,38
"2086",141,179,160,76
"643180",118,139,116,88
"285905",30,51,40,46
"105375334",44,47,44,16
"168374",261,364,201,228
"101929322",8,16,9,10
"441242",96,102,158,65
"644619",23,47,30,26
"643253",186,211,180,165
"84214",30,41,53,32
"154807",1245,1537,1383,878
"2990",1173,1357,840,771
"435",1301,1672,1433,1092
"27297",825,1146,965,696
"8460",513,731,462,322
"285908",240,311,276,266
"100289098",34,46,36,63
"493754",431,568,423,305
"154881",189,227,266,177
"100996437",22,23,36,21
"27342",1050,1470,1036,1097
"107986707",31,29,21,20
"729156",112,152,114,127
"101929580",65,115,109,152
"107983971",41,38,52,72
"644794",142,137,164,206
"55069",1974,2573,1637,1108
"112268006",49,65,56,34
"51119",1073,1432,1218,1199
"55253",465,526,582,495
"5382",36,38,75,46
"64940",201,282,294,244
"101929736",22,22,17,21
"105375337",14,13,12,4
"441250",70,86,70,57
"155370",447,552,561,476
"9883",2860,3469,3486,2459
"260294",618,922,751,960
"378108",974,1244,1130,650
"100101148",72,105,64,37
"442578",266,349,341,183
"100101440",42,54,59,54
"728524",18,21,20,27
"100996746",48,54,49,53
"643862",131,144,122,102
"100093631",2127,2658,2243,2242
"55695",1375,1818,1113,1040
"8326",40,59,27,13
"9031",3864,5130,3718,2433
"9275",472,561,655,465
"26608",909,1270,1028,797
"51085",2508,3042,1764,2482
"155382",294,460,255,330
"84277",164,219,238,148
"114049",4583,5934,3787,3654
"6804",1454,1865,821,1175
"105375350",292,439,157,216
"100422948",15,31,11,19
"171022",19,16,18,24
"83451",1383,1703,1334,1202
"1365",453,582,350,320
"1364",7291,9226,5437,9636
"155368",204,339,427,460
"135886",14,16,17,14
"3984",1403,1924,2100,2216
"7458",13607,16922,12482,11466
"693175",23,34,18,17
"7462",400,480,203,252
"5982",829,1191,723,538
"7461",1794,2258,2726,2055
"9569",648,766,734,614
"2969",2588,3394,2995,2661
"101926943",336,399,506,326
"84163",79,115,113,86
"442582",319,433,366,349
"5383",76,107,90,59
"729438",1595,1984,1322,886
"107986811",17,13,15,12
"81554",731,969,1248,1045
"389524",138,166,200,145
"2970",2008,2567,2150,2138
"107986710",92,112,98,87
"105180390",19,22,25,22
"641776",21,28,28,27
"105180391",9,17,15,13
"5380",49,83,59,51
"54441",396,412,388,311
"541473",76,142,100,44
"375593",77,89,95,42
"155400",991,1384,1227,1645
"100101267",2583,3116,3059,1792
"442590",195,236,208,193
"5387",231,349,223,253
"3092",1589,2095,1612,1115
"57414",1154,1559,1139,953
"5447",2286,2946,1756,1654
"83862",375,590,362,475
"51657",304,394,412,407
"4191",5269,6672,5837,4173
"222183",394,451,378,280
"3315",7049,9362,4513,5000
"7532",6156,7810,9727,7527
"136853",81,103,68,65
"7784",96,149,124,153
"113878",617,808,546,513
"619190",32,44,41,32
"105375355",35,38,38,36
"102723555",20,22,17,14
"100133091",172,261,192,149
"22932",203,239,191,142
"105375361",13,10,9,13
"441263",158,210,145,104
"102723849",13,15,16,16
"100132832",30,55,43,31
"100505767",31,28,32,26
"641808",33,39,31,35
"57639",170,264,174,170
"10875",7,19,8,18
"105375359",10,12,11,8
"102723791",13,17,12,5
"5782",2584,3278,2104,2006
"105375363",14,17,22,17
"100505854",167,254,227,192
"222194",485,664,573,481
"85025",160,237,140,139
"57157",1222,1514,837,844
"9863",18,14,15,5
"2770",3312,4340,4602,4338
"10512",1682,1932,1551,1094
"27445",358,446,352,364
"9723",34,48,46,23
"10371",244,246,455,225
"223117",89,81,60,7
"2913",20,18,25,9
"105375382",21,12,21,24
"112268007",15,19,26,19
"222223",729,952,753,729
"101927420",35,57,28,60
"9988",1306,1609,1349,1291
"79161",382,502,290,465
"105375384",17,48,34,26
"5243",213,335,103,43
"154661",288,383,259,269
"55972",736,975,546,725
"10926",1197,1487,687,879
"53616",589,746,577,329
"105375386",10,10,4,7
"6717",844,1035,895,824
"102723885",207,288,217,192
"79689",32,25,7,2
"26872",348,430,431,288
"261729",577,723,808,690
"79846",119,141,140,147
"107986715",20,29,19,11
"85865",660,807,668,582
"9069",1094,1432,1316,804
"5218",111,131,206,167
"8321",614,742,382,172
"7978",203,270,283,84
"112267986",19,16,32,10
"10142",2123,2503,1962,1483
"1595",2662,3575,2237,2503
"613126",14,20,24,17
"889",912,1123,803,727
"54467",1530,1808,1569,1091
"57798",1085,1287,1364,1125
"30816",7,19,11,17
"5189",533,678,630,560
"84060",299,403,315,346
"257415",692,856,654,483
"1021",3703,4704,3522,1880
"112268009",52,38,47,23
"101927497",21,31,20,8
"54809",840,1024,578,299
"55610",423,523,370,358
"799",0,4,11,20
"10282",428,520,445,444
"105375403",7,13,7,18
"107986820",9,18,5,24
"64921",126,167,155,66
"8910",392,543,224,283
"23089",516,631,357,350
"55607",360,457,628,466
"5446",42,51,31,23
"5445",1064,1353,1418,725
"5166",128,197,78,146
"10165",410,500,455,222
"7979",1394,1808,1455,1612
"57001",262,430,256,269
"107984034",18,29,21,17
"440",590,702,612,1309
"107986827",586,695,599,1134
"389538",158,149,164,212
"22853",1972,2437,1276,1089
"168620",29,56,84,30
"25851",912,1027,861,767
"25798",1453,1819,1362,1752
"55971",2048,2565,1904,2197
"8295",4951,5789,4256,2935
"101927550",192,231,230,164
"57154",1874,2337,1904,1541
"84176",33,54,30,85
"105375421",16,16,11,18
"10552",3514,4526,3794,3080
"10095",5635,7468,5718,3919
"11333",4861,6543,4782,4257
"8896",685,864,696,640
"113219453",79,74,64,97
"100526740",1254,1631,1362,984
"26024",485,603,598,383
"10898",1169,1560,1208,1233
"9551",1051,1500,923,761
"285989",362,407,360,200
"84124",406,524,435,343
"23660",342,484,407,334
"221786",247,294,259,167
"79027",851,1140,917,648
"100289187",397,521,386,270
"221785",467,609,479,334
"1577",85,118,95,90
"89122",721,924,673,476
"101927610",11,7,17,10
"349149",10,11,5,4
"563",20,19,5,6
"7586",1769,2163,3121,2268
"7589",193,259,218,137
"7551",537,591,920,517
"10980",2448,2913,2041,1583
"4176",7791,9582,5987,6038
"407014",21,15,24,18
"9179",701,962,557,612
"6878",1530,2011,1128,1321
"245812",71,120,100,51
"255374",22,42,29,24
"389541",734,1033,1175,920
"55262",771,1043,676,423
"100616439",42,48,47,27
"79690",68,114,139,90
"221914",271,389,365,286
"10734",281,358,245,156
"352954",634,889,710,381
"79037",227,261,221,141
"107986828",76,68,67,43
"105375427",10,4,10,4
"105375426",8,5,19,12
"441272",142,156,211,153
"5379",384,514,395,311
"101752399",1857,2541,1398,1260
"101735302",265,349,171,156
"101752334",544,696,393,323
"102466747",28,43,26,31
"29990",521,735,434,352
"29992",9,20,19,6
"55063",132,201,189,188
"56257",726,998,922,733
"221908",471,598,309,324
"101927632",448,586,308,323
"402573",34,27,21,17
"81628",1008,1248,1249,1009
"222950",425,563,460,633
"3268",459,613,454,286
"100316904",107,146,59,180
"4034",1222,1539,780,1120
"101927655",173,201,116,180
"26261",55,80,62,95
"100129845",29,53,50,80
"5118",191,204,165,242
"64598",470,592,620,576
"7036",224,314,359,209
"2783",4935,6384,3942,4383
"64599",3591,4352,2856,2962
"10248",902,1190,846,560
"2050",2045,2784,2610,1747
"56996",946,1167,1268,736
"105375430",24,40,34,30
"107986830",8,7,14,12
"7205",1257,1672,2338,1872
"102466755",2,7,12,14
"51593",4455,5822,3772,3181
"402682",20,36,60,41
"43",176,225,109,169
"105375431",224,258,234,213
"4584",469,534,471,401
"10071",113,134,74,45
"81844",1119,1450,1418,1127
"5054",1523,1832,906,3269
"1174",2138,2889,2525,3614
"100616117",23,25,11,29
"7425",1685,2208,1445,4560
"375607",103,154,105,243
"8985",1915,2412,2128,1919
"10467",1287,1665,1459,1253
"24146",317,465,424,331
"51024",980,1200,1227,1126
"101927746",172,274,239,165
"64792",526,645,406,319
"136227",23,18,18,8
"1523",2267,2864,3198,2459
"10603",287,424,300,309
"729597",174,209,202,200
"100630923",495,650,489,391
"100289561",236,302,216,188
"79706",332,427,343,279
"105375433",40,37,21,25
"80228",957,1098,837,421
"54784",250,341,292,164
"222229",1362,1516,1066,620
"100847073",105,136,81,47
"5439",1196,1418,855,724
"100271927",360,467,311,442
"548644",298,351,267,236
"107983993",232,266,249,224
"441273",477,554,540,475
"10156",446,542,385,503
"246721",235,319,225,196
"100134938",158,208,175,149
"100310812",549,733,602,627
"100133005",155,179,143,167
"222234",116,125,176,117
"222235",161,198,251,204
"10234",9,12,12,13
"83787",773,926,1189,857
"222236",419,443,461,305
"105375434",5,15,19,9
"349152",10,14,6,2
"9512",1393,1919,1751,1210
"27000",788,964,862,849
"5701",1998,2499,2210,1707
"375611",84,92,91,85
"5001",545,730,664,311
"55904",1460,1805,1442,1153
"100216546",95,132,160,98
"100216545",45,75,54,70
"6733",1424,1890,1445,1314
"54517",1217,1486,1275,1103
"60561",597,791,538,524
"100130771",124,153,117,103
"222255",421,584,505,330
"222256",94,99,141,87
"6856",1917,2246,1701,1398
"10135",3376,4508,3287,3776
"168455",527,695,722,406
"5577",710,1020,574,487
"26959",789,1000,868,1366
"10466",949,1262,1036,1095
"11062",135,155,159,184
"115253422",597,675,561,390
"55973",499,597,437,294
"5172",15,20,26,29
"101927974",42,59,46,29
"79872",947,1185,937,732
"1738",2390,2876,2895,1909
"3912",1517,1825,1687,1454
"50640",812,1114,617,829
"168451",793,991,852,743
"4189",352,416,353,356
"83943",201,243,296,289
"9732",299,313,402,154
"11179",496,596,546,717
"3475",676,894,749,774
"105375457",11,11,10,12
"286006",231,267,184,142
"64418",860,1235,759,730
"154743",439,491,265,326
"401397",681,856,889,856
"93986",50,77,58,72
"29969",358,419,248,285
"26136",4745,5850,4381,4194
"102724434",9,11,10,2
"105375463",23,34,26,45
"107986838",451,532,384,394
"107986839",13,17,24,21
"858",3333,4024,2252,2640
"857",6238,8383,7901,6830
"4233",7584,9417,7740,6474
"830",2529,3163,1792,1739
"93653",23,34,15,19
"7982",175,183,106,97
"93654",32,17,11,17
"93655",33,41,24,17
"83992",428,396,310,190
"51691",775,979,744,852
"23554",379,445,270,122
"54556",201,301,271,182
"79974",39,36,47,37
"51384",2636,3434,5738,9395
"10447",6834,8674,10670,12883
"10157",280,368,241,274
"102724527",7,4,23,11
"389549",84,143,58,23
"154860",288,364,252,329
"93664",214,307,245,168
"154865",36,49,63,38
"4698",1182,1446,1267,1216
"8976",1398,1735,1369,959
"2861",172,268,91,38
"25913",470,682,400,512
"401398",8,10,11,14
"168850",1557,1965,1729,1650
"79571",635,781,903,601
"381",3287,4107,2850,2554
"105375489",480,525,488,435
"27044",3112,4272,4395,3735
"105375492",8,12,16,10
"27099",12,22,15,13
"64101",21,23,24,12
"55131",1819,2203,1687,1270
"401399",162,190,176,132
"107986845",22,38,41,17
"3614",2446,3162,2513,1888
"102724660",402,459,294,787
"29923",1007,1204,701,1864
"55798",814,905,965,774
"101928451",773,953,730,845
"402483",1783,2065,1956,1127
"813",4687,6074,4125,3801
"611",27,26,23,43
"64753",456,535,392,311
"2318",4331,5565,3815,3092
"110806300",166,173,149,123
"9296",1353,1635,1821,1695
"100130705",32,27,48,23
"375616",78,95,116,196
"105375497",13,9,25,24
"3663",401,463,453,450
"23534",1892,2382,2136,1742
"286016",20,26,46,3
"340348",339,562,459,345
"6608",448,628,542,410
"23382",765,886,831,670
"107986847",6,13,16,7
"57464",936,1318,512,709
"100287482",74,81,92,72
"4899",608,791,560,513
"105375501",16,18,28,23
"7328",5109,6691,5509,6671
"51530",472,597,461,257
"23008",888,1132,1554,1464
"84928",824,1069,819,515
"51200",2439,3008,4624,7120
"105375503",51,49,131,519
"95681",189,206,353,205
"4232",825,1036,471,679
"317751",9,17,7,15
"26958",625,773,892,1207
"53844",78,117,47,120
"114960",35,48,41,47
"136259",38,40,39,20
"378805",283,314,398,456
"100506860",142,191,246,193
"4289",2705,3221,2087,1979
"100506881",113,112,105,76
"5420",1515,1699,1672,1980
"54927",1214,1647,1332,1175
"100500804",1372,1554,2311,1695
"60412",685,865,916,1004
"105375513",40,38,90,48
"105375514",15,12,23,20
"136332",66,80,120,46
"84912",695,853,682,458
"105375519",15,25,29,9
"231",979,1337,874,790
"57016",7,42,21,77
"669",296,385,288,178
"800",2534,3162,2686,1857
"340351",65,86,68,80
"78996",1078,1310,1211,753
"55281",196,256,225,123
"29062",669,803,506,545
"4850",540,737,532,403
"23165",2940,3727,2538,1999
"647087",893,1106,1022,841
"26266",85,101,161,78
"105375521",42,41,45,33
"389558",19,26,19,43
"767558",2651,3366,2981,2861
"136319",2651,3366,2981,2861
"64764",1743,2047,2152,1763
"8805",768,968,510,550
"50617",20,15,4,4
"57670",305,401,325,181
"92092",749,983,680,827
"107986852",60,76,53,79
"56829",1329,1771,1582,896
"113218503",29,18,34,17
"79989",471,616,363,223
"254048",1280,1832,1047,1089
"51631",1203,1533,1530,1258
"154791",65,66,110,137
"100996928",734,982,1072,928
"100129148",142,208,229,170
"346689",20,29,23,3
"28996",4662,5771,6522,3842
"6916",40,68,41,30
"64761",768,1005,552,297
"80853",1059,1351,870,1019
"100134229",55,75,65,48
"84255",1032,1309,1418,867
"401409",48,29,36,30
"23608",2606,3533,2654,2696
"27147",7,15,21,4
"90956",407,463,308,269
"100134713",338,452,389,241
"4708",595,745,584,403
"673",1333,1589,1084,1065
"51650",537,669,710,723
"55750",1241,1566,1642,955
"57189",772,946,1430,794
"285962",11,7,16,2
"6742",1729,2441,2024,1327
"50831",12,19,35,36
"50832",23,17,33,43
"54429",36,31,60,67
"136242",10,28,45,24
"8972",42,50,46,62
"93432",15,21,21,12
"2051",511,623,340,303
"55503",41,57,25,18
"373156",889,1315,1232,822
"135932",56,68,101,51
"835",1554,1977,1715,1019
"1180",33,54,30,9
"9715",253,295,249,183
"100507507",87,95,102,86
"7791",3178,4090,2731,2184
"2041",928,1233,995,691
"441294",100,125,86,50
"101928466",15,22,17,18
"285966",207,219,193,187
